version: 1.0,published: 04/09/2019,date queried: 03/23/2020,email: robokids@live.ca,grade: 9-12,domains: science,,,,,,
icecap,science,"9,10,11,12",7,,MC,5,"A. Arctic sea ____ disappears, leaving polar bears homeless and changing the Earth's energy balance dramatically as reflective ice is replaced during summer months by darker sea surface. B. Large, flat sheets of the ____ called ice shelves float in water near Antarctica.",*icecap,karst,tubules,uniformly
iridium,science,"9,10,11,12",7,,MC,5,"A. Like Green's compound, this ____ compound contains two hydrogen atoms that can be eliminated by light. B. Researchers spent three years developing the Zafirro Iridium, which has a handle made of 99.per cent pure ____ - the most corrosion-resistant platinum metal, found only in meteorites.",phosphoric,*iridium,aromatic,hookworm
knead,science,"9,10,11,12",7,,MC,5,"A. Lightly ____ the mixture on a floured surface. B. The smile is faint, the light cloud, ____ in sadness.",pelvis,thylakoid,*knead,lynx
leathery,science,"9,10,11,12",7,,MC,5,"A. He had the ____ look of a Texan cowhand. B. Sea-weed and patches of dark, ____ skin clung here and there to the bleached bone.",ductile,*leathery,translational,conglomerate
nozzle,science,"9,10,11,12",7,,MC,5,A. Its ____ was smeared with some kind of lubricant. B. She turned the ____ and the spray concentrated down to a stream.,*nozzle,airflow,nucleolus,polyethylene
oersted,science,"9,10,11,12",7,,MC,5,A. Hans Christian ____ first heated potassium amalgam with aluminum chloride and produced tiny pieces of aluminum in 1825. B. ____ demonstrated that electric currents could produce magnetic effects.,*oersted,gastric,intermolecular,terrarium
opossum,science,"9,10,11,12",7,,MC,5,"A. This study showed that the ____ does not experience some kind of fit or paralytic unconsciousness. B. The cross-eyed ____ is Germany's biggest media sensation, and she has not even made her debut at the Leipzig Zoo.",metabolic,speedometer,*opossum,terrarium
orangutan,science,"9,10,11,12",7,,MC,5,A. The large size and wide-ranging habit of the ____ make it especially vulnerable to devastation in tropical rainforests. B. The ____ man reached into his pants and pulled out a handful of brochures.,*orangutan,implementation,anthropogenic,appendicular
paleontology,science,"9,10,11,12",7,,MC,5,"A. Many of his ____ colleagues, however, were predictably outraged, and some remain so to this day. B. Engaged in ____ , geology, glaciology, and the mechanics of research and teaching.",basaltic,bombard,*paleontology,geneticist
reclamation,science,"9,10,11,12",7,,MC,5,"A. We should encourage ____ and recycling. B. Land ____ could partially offset that loss, but the feasibility of such conversion is questionable because of the huge costs involved.",extracellular,pandemic,mutate,*reclamation
reusable,science,"9,10,11,12",7,,MC,5,A. The ability to separate out ____ elements from other waste is crucial. B. Texas Instruments sees neural networks as a ____ technology.,*reusable,fluorescence,subdivision,plasmodium
ribonucleic,science,"9,10,11,12",7,,MC,5,"A. Wheat streak mosaic virus is little more than a genetic snippet of ____ acid. B. In 1959 Nirenberg began his investigations into the relationship between deoxy____ acid, ____ acid and the production of proteins.",dialysis,reusable,*ribonucleic,anterior
stiffness,science,"9,10,11,12",7,,MC,5,A. She complained of ____ in her joints. Accordingly she was admitted to hospital for further tests. B. Some of the ____ will boil out when you first wash the cloth.,*stiffness,volatile,coverslip,measles
tetra,science,"9,10,11,12",7,,MC,5,"A. Brood size Neon ____ are an easy fish to spawn, but it is not an easy feat to raise large broods. B. If and when the agreement is finalised with T____, for example, it will probably include a database management system.",enthalpy,aperture,encode,*tetra
thigmotropism,science,"9,10,11,12",7,,MC,5,"A. One of the most common examples of ____ is seen in tendrils, which wrap around any object with which they come in contact. B. Some species can bend their leaf edges slightly by ____, bringing additional glands into contact with the trapped insect.",molarity,hominin,*thigmotropism,meristem
airtight,science,"9,10,11,12",6,,MC,5,A. Store the cookies in an ____ tin. B. Store the cake in an ____ container.,gosling,allergic,*airtight,menstruation
beech,science,"9,10,11,12",6,,MC,5,"A. He wandered through the ____ wood. B. The furniture is made of sycamore, ____ and leather.",anatomical,strontium,rhinoceros,*beech
chisel,science,"9,10,11,12",6,,MC,5,A. She used a ____ to prise off the lid. B. He won't allow anyone to ____ in on his profits.,photoelectric,corrode,spectra,*chisel
chrysalis,science,"9,10,11,12",6,,MC,5,A. A larva metamorphoses into a ____ and then into a butterfly. B. A larva metamorphose into a ____ and then into a butterfly.,fiberglass,phenolphthalein,*chrysalis,spew
cottonwood,science,"9,10,11,12",6,,MC,5,"A. We made camp in a grove of ____ trees, about the only available protection from the sun. B. On the other side, a grove of big ____ trees grew far apart, in what botanists call a gallery forest.",ribosomal,*cottonwood,mesoderm,cropland
dowel,science,"9,10,11,12",6,,MC,5,"A. Ram a smaller length of ____ with a hollowed-out point dipped in Vaseline into it. B. The ____ is gripped in a drill, and run at low speed, with a little pressure.",crosscutting,perennial,*dowel,iodide
downwind,science,"9,10,11,12",6,,MC,5,A. He attempted to return ____ to the airfield. B. They live ____ of a pig-farm and sometimes the smell is awful.,autosomal,mutagen,*downwind,aqueous
egret,science,"9,10,11,12",6,,MC,5,A. ____s and a solitary grey heron were busily feeding. B. White ____s sit in a green tree.,*egret,carbonyl,adaptive,apical
fiberglass,science,"9,10,11,12",6,,MC,5,"A. The pool's ____ sides had cracked and the water had leaked out. B. A.. It is ____ or other form of plastic, and the lining is on the outside of the tank.",leaflike,*fiberglass,electrophoresis,keystone
fixture,science,"9,10,11,12",6,,MC,5,A. The ____ ended in a goalless draw. B. City won this ____ 3-last season.,forceps,*fixture,weld,magnetosphere
fizz,science,"9,10,11,12",6,,MC,5,A. He started to ____ with enthusiasm. B. I could hear the champagne ____ as he poured it into my glass.,forelimb,tusk,archaebacteria,*fizz
fluorite,science,"9,10,11,12",6,,MC,5,A. In 197Takahashi introduced their second triplet ____ apochromat the TS-9a 90mm x 1000mm and the 90S mount and the famous JP mount in 1979. B. Methods A death data of silicotic patients of ____ mine from 196to 200was analysed.,epidermal,farsightedness,saturation,*fluorite
forestland,science,"9,10,11,12",6,,MC,5,"A. We've turned the ____ around, and in addition to improving the existing stands, we've planted many more. B. Hence, in addressing forest tenure in the 1980s and 1990s, the changes have focused on use rights to ____ and ownership of trees and forests rather than land ownership.",parsec,*forestland,monotreme,spawn
handheld,science,"9,10,11,12",6,,MC,5,A. Farm Site Mate is the new ____ mapping package from Farm Works. B. Newton has always been positioned as a ____ communications device.,hexane,*handheld,cladistic,songbird
herbaceous,science,"9,10,11,12",6,,MC,5,A. We have a ____ borderround our garden. B. The rabbits nibbled away on the ____ plants.,explosively,*herbaceous,subduct,habilis
hornblende,science,"9,10,11,12",6,,MC,5,"A. It consists of ____ gabbros, olivine pyroxenites, olivine gabbros, noritegabbros and anorthosites, these lithofacies belts extend in concentric ring form, and each other gradual transition. B. The main minerals are plagioclase, zoisite, ____ , and the minor minerals were mica, sphene, prehnite,(http://sentencedict.com/____.html) tourmaline and so on.",recombinant,egret,*hornblende,vegetative
icicle,science,"9,10,11,12",6,,MC,5,A. ____s hang from tree braches in winter. B. There were ____s hanging from the eaves.,cyclical,saclike,synthase,*icicle
kilowatt,science,"9,10,11,12",6,,MC,5,A. It takes about a ____ per person to maintain a technologically advanced civilization with a high standard of living. B. They pay thirty fen per ____ hour.,cycad,millibar,*kilowatt,contaminant
kudzu,science,"9,10,11,12",6,,MC,5,"A. Discusses non-native plants, such as the ____ vine and the tree-of-heaven, which were imported from other countries and now pose a significant threat to the ecosystems of North America. B. The isoflavone ____ root in Pueraia lobata was extracted by method of decompressing inner ebullition.",superconduct,muskrat,municipality,*kudzu
liquid's,science,"9,10,11,12",6,,MC,5,"A. There were also racks of smaller tubes filled with clear and purple ____ and jars of empty plastic tubes. B. These catalysts could be water, brine, wine, beer or other similar ____.",stellar,carpel,polarization,*liquids
mudslide,science,"9,10,11,12",6,,MC,5,A. Torrential rains caused a massive ____. B. The heavy rains could cause flash floods and ____s.,*mudslide,subsidence,dryness,heritable
nicotine,science,"9,10,11,12",6,,MC,5,A. A ____ spray can help smokers quit the habit without putting on weight. B. You are given pills with small quantities of ____ to wean you from cigarettes.,*nicotine,quaternary,intrinsic,scaly
penis,science,"9,10,11,12",6,,MC,5,A. The ____ is usually in a flaccid state. B. Conclusion:The implanted nerves in the rabbit reconstructed ____ have resumed axoplasm flow. It is suggested that both sensory nerve ending regeneration and sensory function restoration are possible.,*penis,fungal,autosomal,meristem
perihelion,science,"9,10,11,12",6,,MC,5,"A. Thus, at consecutive ____ passages, opposite points on the equator pointed at the Sun. B. How much does the direction of ____ change each orbit?",catapult,interferometry,*perihelion,irregularly
pinhole,science,"9,10,11,12",6,,MC,5,"A. She uses only the ____ camera or, as it was known in pre-photographic times, the cameraobscura. B. This is the earliest ____ image formation experiment and the earliest cognition of rectilinear propagation.",keystone,*pinhole,hornwort,suction
pushpin,science,"9,10,11,12",6,,MC,5,"A. Clicking the ____ ""pins"" the project to the list, so that it remains in the list after other projects are opened and closed. B. Clicking the ____ a pinned project unpins it from the list.",transuranium,*pushpin,magnetite,rubidium
putty,science,"9,10,11,12",6,,MC,5,"A. As soon as she starts crying, I'm ____ in her hands. B. She'll persuade him. He's like ____ in her hands.",*putty,millipede,nucleon,follicle
seabird,science,"9,10,11,12",6,,MC,5,A. ____s often come inland to find food. B. Only the cry of ____s disturbed the silence.,randomness,latex,adiabatic,*seabird
spiracles,science,"9,10,11,12",6,,MC,5,"A. It has long been suggested that insects close the ____ to prevent desiccation, minimizing water loss but exposing themselves to hypoxic stress. B. Thysanoptera adults have paired ____ on the pleura of the mesothorax and metathorax and on the first and eighth abdominal tergites.",voltmeter,*spiracles,varnish,arachnid
stalagmite,science,"9,10,11,12",6,,MC,5,"A. Right: ____s are one of the many treats in store for the downwardly mobile. B. What you mainly see are stalactites, ____s and other rock formations, excellent of their kind.",insoluble,*stalagmite,heritable,albedo
testis,science,"9,10,11,12",6,,MC,5,"A. The male organs consist of a single continuous ____ and a vas deferens terminating in an ejaculatory duct into the cloaca. B. Each gnathostomulid is simultaneously hermaphrodite, possessing an ovary and a ____.",occupant,thermodynamic,*testis,estrogen
unequally,science,"9,10,11,12",6,,MC,5,A. Higher education is ____ distributed across social classes. B. The budget was ____ distributed between the departments.,suction,*unequally,wafer,nasal
